ID	UNICODE	类别	名称	字形.	五笔86版	容错86-1	容错86-2	五笔98版	容错98-1	容错98-2
65255	FEE6	Arabic Presentation Forms B		ﻦ	.	.	.			
65256	FEE7	Arabic Presentation Forms B		ﻧ	.	.	.			
65257	FEE8	Arabic Presentation Forms B		ﻨ	.	.	.			
65258	FEE9	Arabic Presentation Forms B		ﻩ	.	.	.			
65259	FEEA	Arabic Presentation Forms B		ﻪ	.	.	.			
65260	FEEB	Arabic Presentation Forms B		ﻫ	.	.	.			
65261	FEEC	Arabic Presentation Forms B		ﻬ	.	.	.			
65262	FEED	Arabic Presentation Forms B		ﻭ	.	.	.			
65263	FEEE	Arabic Presentation Forms B		ﻮ	.	.	.			
65264	FEEF	Arabic Presentation Forms B		ﻯ	.	.	.			
65265	FEF0	Arabic Presentation Forms B		ﻰ	.	.	.			
65266	FEF1	Arabic Presentation Forms B		ﻱ	.	.	.			
65267	FEF2	Arabic Presentation Forms B		ﻲ	.	.	.			
65268	FEF3	Arabic Presentation Forms B		ﻳ	.	.	.			
65269	FEF4	Arabic Presentation Forms B		ﻴ	.	.	.			
